params: /var/spool/slurmd/job30967408/slurm_script, params_1024.txt, 
Reading parameters:
	 rhs_function=2
	 nx=1024
	 ny=1024
	 foutput=100000
	 nstep_max=100000
	 tolerance=1e-08
I am writing output_source
Step 2, Diff=0.00308575
Step 1613, Diff=1.87721e-05
Step 1614, Diff=1.87632e-05
Step 1615, Diff=1.87543e-05
Step 1616, Diff=1.87454e-05
Step 1617, Diff=1.87365e-05
Step 1618, Diff=1.87276e-05
Step 1619, Diff=1.87188e-05
Step 1620, Diff=1.87099e-05
Step 1621, Diff=1.87011e-05
Step 1622, Diff=1.86922e-05
Step 1623, Diff=1.86834e-05
Step 1624, Diff=1.86746e-05
Step 1625, Diff=1.86658e-05
Step 1626, Diff=1.8657e-05
Step 1627, Diff=1.86482e-05
Step 1628, Diff=1.86394e-05
Step 1629, Diff=1.86306e-05
Step 1630, Diff=1.86218e-05
Step 1631, Diff=1.86131e-05
Step 1632, Diff=1.86043e-05
Step 1633, Diff=1.85956e-05
Step 1634, Diff=1.85869e-05
Step 1635, Diff=1.85781e-05
Step 1636, Diff=1.85694e-05
Step 1637, Diff=1.85607e-05
Step 1638, Diff=1.8552e-05
Step 1639, Diff=1.85434e-05
Step 1640, Diff=1.85347e-05
Step 1641, Diff=1.8526e-05
Step 1642, Diff=1.85174e-05
Step 1643, Diff=1.85087e-05
Step 1644, Diff=1.85001e-05
Step 1645, Diff=1.84915e-05
Step 1646, Diff=1.84829e-05
Step 1647, Diff=1.84742e-05
Step 1648, Diff=1.84657e-05
Step 1649, Diff=1.84571e-05
Step 1650, Diff=1.84485e-05
Step 1651, Diff=1.84399e-05
Step 1652, Diff=1.84314e-05
Step 1653, Diff=1.84228e-05
Step 1654, Diff=1.84143e-05
Step 1655, Diff=1.84057e-05
Step 1656, Diff=1.83972e-05
Step 1657, Diff=1.83887e-05
Step 1658, Diff=1.83802e-05
Step 1659, Diff=1.83717e-05
Step 1660, Diff=1.83632e-05
Step 1661, Diff=1.83547e-05
Step 1662, Diff=1.83462e-05
Step 1663, Diff=1.83378e-05
Step 1664, Diff=1.83293e-05
Step 1665, Diff=1.83209e-05
Step 1666, Diff=1.83124e-05
Step 1667, Diff=1.8304e-05
Step 1668, Diff=1.82956e-05
Step 1669, Diff=1.82872e-05
Step 1670, Diff=1.82788e-05
Step 1671, Diff=1.82704e-05
Step 1672, Diff=1.8262e-05
Step 1673, Diff=1.82536e-05
Step 1674, Diff=1.82453e-05
Step 1675, Diff=1.82369e-05
Step 1676, Diff=1.82286e-05
Step 1677, Diff=1.82202e-05
Step 1678, Diff=1.82119e-05
Step 1679, Diff=1.82036e-05
Step 1680, Diff=1.81953e-05
Step 1681, Diff=1.8187e-05
Step 1682, Diff=1.81787e-05
Step 1683, Diff=1.81704e-05
Step 1684, Diff=1.81621e-05
Step 1685, Diff=1.81538e-05
Step 1686, Diff=1.81456e-05
Step 1687, Diff=1.81373e-05
Step 1688, Diff=1.81291e-05
Step 1689, Diff=1.81208e-05
Step 1690, Diff=1.81126e-05
Step 1691, Diff=1.81044e-05
Step 1692, Diff=1.80962e-05
Step 1693, Diff=1.8088e-05
Step 1694, Diff=1.80798e-05
Step 1695, Diff=1.80716e-05
Step 1696, Diff=1.80634e-05
Step 1697, Diff=1.80553e-05
Step 1698, Diff=1.80471e-05
Step 1699, Diff=1.8039e-05
Step 1700, Diff=1.80308e-05
Step 1701, Diff=1.80227e-05
Step 1702, Diff=1.80146e-05
Step 1703, Diff=1.80064e-05
Step 1704, Diff=1.79983e-05
Step 1705, Diff=1.79902e-05
Step 1706, Diff=1.79821e-05
Step 1707, Diff=1.79741e-05
Step 1708, Diff=1.7966e-05
Step 1709, Diff=1.79579e-05
Step 1710, Diff=1.79499e-05
Step 1711, Diff=1.79418e-05
Step 1712, Diff=1.79338e-05
Step 1713, Diff=1.79257e-05
Step 1714, Diff=1.79177e-05
Step 1715, Diff=1.79097e-05
Step 1716, Diff=1.79017e-05
Step 1717, Diff=1.78937e-05
Step 1718, Diff=1.78857e-05
Step 1719, Diff=1.78777e-05
Step 1720, Diff=1.78697e-05
Step 1721, Diff=1.78618e-05
Step 1722, Diff=1.78538e-05
Step 1723, Diff=1.78458e-05
Step 1724, Diff=1.78379e-05
Step 1725, Diff=1.783e-05
Step 1726, Diff=1.7822e-05
Step 1727, Diff=1.78141e-05
Step 1728, Diff=1.78062e-05
Step 1729, Diff=1.77983e-05
Step 1730, Diff=1.77904e-05
Step 1731, Diff=1.77825e-05
Step 1732, Diff=1.77746e-05
Step 1733, Diff=1.77668e-05
Step 1734, Diff=1.77589e-05
Step 1735, Diff=1.77511e-05
Step 1736, Diff=1.77432e-05
Step 1737, Diff=1.77354e-05
Step 1738, Diff=1.77275e-05
Step 1739, Diff=1.77197e-05
Step 1740, Diff=1.77119e-05
Step 1741, Diff=1.77041e-05
Step 1742, Diff=1.76963e-05
Step 1743, Diff=1.76885e-05
Step 1744, Diff=1.76807e-05
Step 1745, Diff=1.76729e-05
Step 1746, Diff=1.76652e-05
Step 1747, Diff=1.76574e-05
Step 1748, Diff=1.76497e-05
Step 1749, Diff=1.76419e-05
Step 1750, Diff=1.76342e-05
Step 1751, Diff=1.76264e-05
Step 1752, Diff=1.76187e-05
Step 1753, Diff=1.7611e-05
Step 1754, Diff=1.76033e-05
Step 1755, Diff=1.75956e-05
Step 1756, Diff=1.75879e-05
Step 1757, Diff=1.75802e-05
Step 1758, Diff=1.75725e-05
Step 1759, Diff=1.75649e-05
Step 1760, Diff=1.75572e-05
Step 1761, Diff=1.75496e-05
Step 1762, Diff=1.75419e-05
Step 1763, Diff=1.75343e-05
Step 1764, Diff=1.75266e-05
Step 1765, Diff=1.7519e-05
Step 1766, Diff=1.75114e-05
Step 1767, Diff=1.75038e-05
Step 1768, Diff=1.74962e-05
Step 1769, Diff=1.74886e-05
Step 1770, Diff=1.7481e-05
Step 1771, Diff=1.74735e-05
Step 1772, Diff=1.74659e-05
Step 1773, Diff=1.74583e-05
Step 1774, Diff=1.74508e-05
Step 1775, Diff=1.74432e-05
Step 1776, Diff=1.74357e-05
Step 1777, Diff=1.74281e-05
Step 1778, Diff=1.74206e-05
Step 1779, Diff=1.74131e-05
Step 1780, Diff=1.74056e-05
Step 1781, Diff=1.73981e-05
Step 1782, Diff=1.73906e-05
Step 1783, Diff=1.73831e-05
Step 1784, Diff=1.73756e-05
Step 1785, Diff=1.73682e-05
Step 1786, Diff=1.73607e-05
Step 1787, Diff=1.73532e-05
Step 1788, Diff=1.73458e-05
Step 1789, Diff=1.73383e-05
Step 1790, Diff=1.73309e-05
Step 1791, Diff=1.73235e-05
Step 1792, Diff=1.7316e-05
Step 1793, Diff=1.73086e-05
Step 1794, Diff=1.73012e-05
Step 1795, Diff=1.72938e-05
Step 1796, Diff=1.72864e-05
Step 1797, Diff=1.7279e-05
Step 1798, Diff=1.72717e-05
Step 1799, Diff=1.72643e-05
Step 1800, Diff=1.72569e-05
Step 1801, Diff=1.72496e-05
Step 1802, Diff=1.72422e-05
Step 1803, Diff=1.72349e-05
Step 1804, Diff=1.72275e-05
Step 1805, Diff=1.72202e-05
Step 1806, Diff=1.72129e-05
Step 1807, Diff=1.72056e-05
Step 1808, Diff=1.71983e-05
Step 1809, Diff=1.7191e-05
Step 1810, Diff=1.71837e-05
Step 1811, Diff=1.71764e-05
Step 1812, Diff=1.71691e-05
Step 1813, Diff=1.71618e-05
Step 1814, Diff=1.71546e-05
Step 1815, Diff=1.71473e-05
Step 1816, Diff=1.71401e-05
Step 1817, Diff=1.71328e-05
Step 1818, Diff=1.71256e-05
Step 1819, Diff=1.71184e-05
Step 1820, Diff=1.71111e-05
Step 1821, Diff=1.71039e-05
Step 1822, Diff=1.70967e-05
Step 1823, Diff=1.70895e-05
Step 1824, Diff=1.70823e-05
Step 1825, Diff=1.70751e-05
Step 1826, Diff=1.70679e-05
Step 1827, Diff=1.70608e-05
Step 1828, Diff=1.70536e-05
Step 1829, Diff=1.70464e-05
Step 1830, Diff=1.70393e-05
Step 1831, Diff=1.70321e-05
Step 1832, Diff=1.7025e-05
Step 1833, Diff=1.70179e-05
Step 1834, Diff=1.70107e-05
Step 1835, Diff=1.70036e-05
Step 1836, Diff=1.69965e-05
Step 1837, Diff=1.69894e-05
Step 1838, Diff=1.69823e-05
Step 1839, Diff=1.69752e-05
Step 1840, Diff=1.69681e-05
Step 1841, Diff=1.69611e-05
Step 1842, Diff=1.6954e-05
Step 1843, Diff=1.69469e-05
Step 1844, Diff=1.69399e-05
Step 1845, Diff=1.69328e-05
Step 1846, Diff=1.69258e-05
Step 1847, Diff=1.69187e-05
Step 1848, Diff=1.69117e-05
Step 1849, Diff=1.69047e-05
Step 1850, Diff=1.68976e-05
Step 1851, Diff=1.68906e-05
Step 1852, Diff=1.68836e-05
Step 1853, Diff=1.68766e-05
Step 1854, Diff=1.68696e-05
Step 1855, Diff=1.68627e-05
Step 1856, Diff=1.68557e-05
Step 1857, Diff=1.68487e-05
Step 1858, Diff=1.68417e-05
Step 1859, Diff=1.68348e-05
Step 1860, Diff=1.68278e-05
Step 1861, Diff=1.68209e-05
Step 1862, Diff=1.68139e-05
Step 1863, Diff=1.6807e-05
Step 1864, Diff=1.68001e-05
Step 1865, Diff=1.67932e-05
Step 1866, Diff=1.67863e-05
Step 1867, Diff=1.67793e-05
Step 1868, Diff=1.67724e-05
Step 1869, Diff=1.67656e-05
Step 1870, Diff=1.67587e-05
Step 1871, Diff=1.67518e-05
Step 1872, Diff=1.67449e-05
Step 1873, Diff=1.6738e-05
Step 1874, Diff=1.67312e-05
Step 1875, Diff=1.67243e-05
Step 1876, Diff=1.67175e-05
Step 1877, Diff=1.67106e-05
Step 1878, Diff=1.67038e-05
Step 1879, Diff=1.6697e-05
Step 1880, Diff=1.66902e-05
Step 1881, Diff=1.66833e-05
Step 1882, Diff=1.66765e-05
Step 1883, Diff=1.66697e-05
Step 1884, Diff=1.66629e-05
Step 1885, Diff=1.66561e-05
Step 1886, Diff=1.66493e-05
Step 1887, Diff=1.66426e-05
Step 1888, Diff=1.66358e-05
Step 1889, Diff=1.6629e-05
Step 1890, Diff=1.66223e-05
Step 1891, Diff=1.66155e-05
Step 1892, Diff=1.66088e-05
Step 1893, Diff=1.6602e-05
Step 1894, Diff=1.65953e-05
Step 1895, Diff=1.65886e-05
Step 1896, Diff=1.65818e-05
Step 1897, Diff=1.65751e-05
Step 1898, Diff=1.65684e-05
Step 1899, Diff=1.65617e-05
Step 1900, Diff=1.6555e-05
Step 1901, Diff=1.65483e-05
Step 1902, Diff=1.65416e-05
Step 1903, Diff=1.6535e-05
Step 1904, Diff=1.65283e-05
Step 1905, Diff=1.65216e-05
Step 1906, Diff=1.6515e-05
Step 1907, Diff=1.65083e-05
Step 1908, Diff=1.65017e-05
Step 1909, Diff=1.6495e-05
Step 1910, Diff=1.64884e-05
Step 1911, Diff=1.64818e-05
Step 1912, Diff=1.64751e-05
Step 1913, Diff=1.64685e-05
Step 1914, Diff=1.64619e-05
Step 1915, Diff=1.64553e-05
Step 1916, Diff=1.64487e-05
Step 1917, Diff=1.64421e-05
Step 1918, Diff=1.64355e-05
Step 1919, Diff=1.64289e-05
Step 1920, Diff=1.64224e-05
Step 1921, Diff=1.64158e-05
Step 1922, Diff=1.64092e-05
Step 1923, Diff=1.64027e-05
Step 1924, Diff=1.63961e-05
Step 1925, Diff=1.63896e-05
Step 1926, Diff=1.6383e-05
Step 1927, Diff=1.63765e-05
Step 1928, Diff=1.637e-05
Step 1929, Diff=1.63635e-05
Step 1930, Diff=1.63569e-05
Step 1931, Diff=1.63504e-05
Step 1932, Diff=1.63439e-05
Step 1933, Diff=1.63374e-05
Step 1934, Diff=1.63309e-05
Step 1935, Diff=1.63245e-05
Step 1936, Diff=1.6318e-05
Step 1937, Diff=1.63115e-05
Step 1938, Diff=1.6305e-05
Step 1939, Diff=1.62986e-05
Step 1940, Diff=1.62921e-05
Step 1941, Diff=1.62857e-05
Step 1942, Diff=1.62792e-05
Step 1943, Diff=1.62728e-05
Step 1944, Diff=1.62663e-05
Step 1945, Diff=1.62599e-05
Step 1946, Diff=1.62535e-05
Step 1947, Diff=1.62471e-05
Step 1948, Diff=1.62407e-05
Step 1949, Diff=1.62343e-05
Step 1950, Diff=1.62279e-05
Step 1951, Diff=1.62215e-05
Step 1952, Diff=1.62151e-05
Step 1953, Diff=1.62087e-05
Step 1954, Diff=1.62023e-05
Step 1955, Diff=1.6196e-05
Step 1956, Diff=1.61896e-05
Step 1957, Diff=1.61832e-05
Step 1958, Diff=1.61769e-05
Step 1959, Diff=1.61705e-05
Step 1960, Diff=1.61642e-05
Step 1961, Diff=1.61579e-05
Step 1962, Diff=1.61515e-05
Step 1963, Diff=1.61452e-05
Step 1964, Diff=1.61389e-05
Step 1965, Diff=1.61326e-05
Step 1966, Diff=1.61263e-05
Step 1967, Diff=1.612e-05
Step 1968, Diff=1.61137e-05
Step 1969, Diff=1.61074e-05
Step 1970, Diff=1.61011e-05
Step 1971, Diff=1.60948e-05
Step 1972, Diff=1.60885e-05
Step 1973, Diff=1.60823e-05
Step 1974, Diff=1.6076e-05
Step 1975, Diff=1.60698e-05
Step 1976, Diff=1.60635e-05
Step 1977, Diff=1.60573e-05
Step 1978, Diff=1.6051e-05
Step 1979, Diff=1.60448e-05
Step 1980, Diff=1.60386e-05
Step 1981, Diff=1.60323e-05
Step 1982, Diff=1.60261e-05
Step 1983, Diff=1.60199e-05
Step 1984, Diff=1.60137e-05
Step 1985, Diff=1.60075e-05
Step 1986, Diff=1.60013e-05
Step 1987, Diff=1.59951e-05
Step 1988, Diff=1.59889e-05
Step 1989, Diff=1.59827e-05
Step 1990, Diff=1.59766e-05
Step 1991, Diff=1.59704e-05
Step 1992, Diff=1.59642e-05
Step 1993, Diff=1.59581e-05
Step 1994, Diff=1.59519e-05
Step 1995, Diff=1.59458e-05
Step 1996, Diff=1.59396e-05
Step 1997, Diff=1.59335e-05
Step 1998, Diff=1.59274e-05
Step 1999, Diff=1.59212e-05
Step 2000, Diff=1.59151e-05
Step 2001, Diff=1.5909e-05
Step 2002, Diff=1.59029e-05
Step 2003, Diff=1.58968e-05
Step 2004, Diff=1.58907e-05
Step 2005, Diff=1.58846e-05
Step 2006, Diff=1.58785e-05
Step 2007, Diff=1.58724e-05
Step 2008, Diff=1.58663e-05
Step 2009, Diff=1.58603e-05
Step 2010, Diff=1.58542e-05
Step 2011, Diff=1.58481e-05
Step 2012, Diff=1.58421e-05
Step 2013, Diff=1.5836e-05
Step 2014, Diff=1.583e-05
Step 2015, Diff=1.5824e-05
Step 2016, Diff=1.58179e-05
Step 2017, Diff=1.58119e-05
Step 2018, Diff=1.58059e-05
Step 2019, Diff=1.57998e-05
Step 2020, Diff=1.57938e-05
Step 2021, Diff=1.57878e-05
Step 2022, Diff=1.57818e-05
Step 2023, Diff=1.57758e-05
Step 2024, Diff=1.57698e-05
Step 2025, Diff=1.57638e-05
Step 2026, Diff=1.57579e-05
Step 2027, Diff=1.57519e-05
Step 2028, Diff=1.57459e-05
Step 2029, Diff=1.57399e-05
Step 2030, Diff=1.5734e-05
Step 2031, Diff=1.5728e-05
Step 2032, Diff=1.57221e-05
Step 2033, Diff=1.57161e-05
Step 2034, Diff=1.57102e-05
Step 2035, Diff=1.57042e-05
Step 2036, Diff=1.56983e-05
Step 2037, Diff=1.56924e-05
Step 2038, Diff=1.56865e-05
Step 2039, Diff=1.56805e-05
Step 2040, Diff=1.56746e-05
Step 2041, Diff=1.56687e-05
Step 2042, Diff=1.56628e-05
Step 2043, Diff=1.56569e-05
Step 2044, Diff=1.5651e-05
Step 2045, Diff=1.56452e-05
Step 2046, Diff=1.56393e-05
Step 2047, Diff=1.56334e-05
Step 2048, Diff=1.56275e-05
Step 2049, Diff=1.56217e-05
Step 2050, Diff=1.56158e-05
Step 2051, Diff=1.56099e-05
Step 2052, Diff=1.56041e-05
Step 2053, Diff=1.55982e-05
Step 2054, Diff=1.55924e-05
Step 2055, Diff=1.55866e-05
Step 2056, Diff=1.55807e-05
Step 2057, Diff=1.55749e-05
Step 2058, Diff=1.55691e-05
Step 2059, Diff=1.55633e-05
Step 2060, Diff=1.55575e-05
Step 2061, Diff=1.55517e-05
Step 2062, Diff=1.55459e-05
Step 2063, Diff=1.55401e-05
Step 2064, Diff=1.55343e-05
Step 2065, Diff=1.55285e-05
Step 2066, Diff=1.55227e-05
Step 2067, Diff=1.55169e-05
Step 2068, Diff=1.55112e-05
Step 2069, Diff=1.55054e-05
Step 2070, Diff=1.54996e-05
Step 2071, Diff=1.54939e-05
Step 2072, Diff=1.54881e-05
Step 2073, Diff=1.54824e-05
Step 2074, Diff=1.54766e-05
Step 2075, Diff=1.54709e-05
Step 2076, Diff=1.54652e-05
Step 2077, Diff=1.54594e-05
Step 2078, Diff=1.54537e-05
Step 2079, Diff=1.5448e-05
Step 2080, Diff=1.54423e-05
Step 2081, Diff=1.54366e-05
Step 2082, Diff=1.54309e-05
Step 2083, Diff=1.54252e-05
Step 2084, Diff=1.54195e-05
Step 2085, Diff=1.54138e-05
Step 2086, Diff=1.54081e-05
Step 2087, Diff=1.54024e-05
Step 2088, Diff=1.53968e-05
Step 2089, Diff=1.53911e-05
Step 2090, Diff=1.53854e-05
Step 2091, Diff=1.53798e-05
Step 2092, Diff=1.53741e-05
Step 2093, Diff=1.53685e-05
Step 2094, Diff=1.53628e-05
Step 2095, Diff=1.53572e-05
Step 2096, Diff=1.53515e-05
Step 2097, Diff=1.53459e-05
Step 2098, Diff=1.53403e-05
Step 2099, Diff=1.53346e-05
Step 2100, Diff=1.5329e-05
Step 2101, Diff=1.53234e-05
Step 2102, Diff=1.53178e-05
Step 2103, Diff=1.53122e-05
Step 2104, Diff=1.53066e-05
Step 2105, Diff=1.5301e-05
Step 2106, Diff=1.52954e-05
Step 2107, Diff=1.52898e-05
Step 2108, Diff=1.52843e-05
Step 2109, Diff=1.52787e-05
Step 2110, Diff=1.52731e-05
Step 2111, Diff=1.52675e-05
Step 2112, Diff=1.5262e-05
Step 2113, Diff=1.52564e-05
Step 2114, Diff=1.52509e-05
Step 2115, Diff=1.52453e-05
Step 2116, Diff=1.52398e-05
Step 2117, Diff=1.52342e-05
Step 2118, Diff=1.52287e-05
Step 2119, Diff=1.52232e-05
Step 2120, Diff=1.52177e-05
Step 2121, Diff=1.52121e-05
Step 2122, Diff=1.52066e-05
Step 2123, Diff=1.52011e-05
Step 2124, Diff=1.51956e-05
Step 2125, Diff=1.51901e-05
Step 2126, Diff=1.51846e-05
Step 2127, Diff=1.51791e-05
Step 2128, Diff=1.51736e-05
Step 2129, Diff=1.51681e-05
Step 2130, Diff=1.51627e-05
Step 2131, Diff=1.51572e-05
Step 2132, Diff=1.51517e-05
Step 2133, Diff=1.51462e-05
Step 2134, Diff=1.51408e-05
Step 2135, Diff=1.51353e-05
Step 2136, Diff=1.51299e-05
Step 2137, Diff=1.51244e-05
Step 2138, Diff=1.5119e-05
Step 2139, Diff=1.51135e-05
Step 2140, Diff=1.51081e-05
Step 2141, Diff=1.51027e-05
Step 2142, Diff=1.50973e-05
Step 2143, Diff=1.50918e-05
Step 2144, Diff=1.50864e-05
Step 2145, Diff=1.5081e-05
Step 2146, Diff=1.50756e-05
Step 2147, Diff=1.50702e-05
Step 2148, Diff=1.50648e-05
Step 2149, Diff=1.50594e-05
Step 2150, Diff=1.5054e-05
Step 2151, Diff=1.50486e-05
Step 2152, Diff=1.50432e-05
Step 2153, Diff=1.50379e-05
Step 2154, Diff=1.50325e-05
Step 2155, Diff=1.50271e-05
Step 2156, Diff=1.50218e-05
Step 2157, Diff=1.50164e-05
Step 2158, Diff=1.5011e-05
Step 2159, Diff=1.50057e-05
Step 2160, Diff=1.50003e-05
Step 2161, Diff=1.4995e-05
Step 2162, Diff=1.49897e-05
Step 2163, Diff=1.49843e-05
Step 2164, Diff=1.4979e-05
Step 2165, Diff=1.49737e-05
Step 2166, Diff=1.49684e-05
Step 2167, Diff=1.4963e-05
Step 2168, Diff=1.49577e-05
Step 2169, Diff=1.49524e-05
Step 2170, Diff=1.49471e-05
Step 2171, Diff=1.49418e-05
Step 2172, Diff=1.49365e-05
Step 2173, Diff=1.49312e-05
Step 2174, Diff=1.49259e-05
Step 2175, Diff=1.49207e-05
Step 2176, Diff=1.49154e-05
Step 2177, Diff=1.49101e-05
Step 2178, Diff=1.49048e-05
Step 2179, Diff=1.48996e-05
Step 2180, Diff=1.48943e-05
Step 2181, Diff=1.48891e-05
Step 2182, Diff=1.48838e-05
Step 2183, Diff=1.48786e-05
Step 2184, Diff=1.48733e-05
Step 2185, Diff=1.48681e-05
Step 2186, Diff=1.48628e-05
Step 2187, Diff=1.48576e-05
Step 2188, Diff=1.48524e-05
Step 2189, Diff=1.48472e-05
Step 2190, Diff=1.48419e-05
Step 2191, Diff=1.48367e-05
Step 2192, Diff=1.48315e-05
Step 2193, Diff=1.48263e-05
Step 2194, Diff=1.48211e-05
Step 2195, Diff=1.48159e-05
Step 2196, Diff=1.48107e-05
Step 2197, Diff=1.48055e-05
Step 2198, Diff=1.48003e-05
Step 2199, Diff=1.47952e-05
Step 2200, Diff=1.479e-05
Step 2201, Diff=1.47848e-05
Step 2202, Diff=1.47796e-05
Step 2203, Diff=1.47745e-05
Step 2204, Diff=1.47693e-05
Step 2205, Diff=1.47642e-05
Step 2206, Diff=1.4759e-05
Step 2207, Diff=1.47539e-05
Step 2208, Diff=1.47487e-05
Step 2209, Diff=1.47436e-05
Step 2210, Diff=1.47384e-05
Step 2211, Diff=1.47333e-05
Step 2212, Diff=1.47282e-05
Step 2213, Diff=1.47231e-05
Step 2214, Diff=1.47179e-05
Step 2215, Diff=1.47128e-05
Step 2216, Diff=1.47077e-05
Step 2217, Diff=1.47026e-05
Step 2218, Diff=1.46975e-05
Step 2219, Diff=1.46924e-05
Step 2220, Diff=1.46873e-05
Step 2221, Diff=1.46822e-05
Step 2222, Diff=1.46771e-05
Step 2223, Diff=1.4672e-05
Step 2224, Diff=1.4667e-05
Step 2225, Diff=1.46619e-05
Step 2226, Diff=1.46568e-05
Step 2227, Diff=1.46518e-05
Step 2228, Diff=1.46467e-05
Step 2229, Diff=1.46416e-05
Step 2230, Diff=1.46366e-05
Step 2231, Diff=1.46315e-05
Step 2232, Diff=1.46265e-05
Step 2233, Diff=1.46214e-05
Step 2234, Diff=1.46164e-05
Step 2235, Diff=1.46114e-05
Step 2236, Diff=1.46063e-05
Step 2237, Diff=1.46013e-05
Step 2238, Diff=1.45963e-05
Step 2239, Diff=1.45913e-05
Step 2240, Diff=1.45862e-05
Step 2241, Diff=1.45812e-05
Step 2242, Diff=1.45762e-05
Step 2243, Diff=1.45712e-05
Step 2244, Diff=1.45662e-05
Step 2245, Diff=1.45612e-05
Step 2246, Diff=1.45562e-05
Step 2247, Diff=1.45512e-05
Step 2248, Diff=1.45463e-05
Step 2249, Diff=1.45413e-05
Step 2250, Diff=1.45363e-05
Step 2251, Diff=1.45313e-05
Step 2252, Diff=1.45264e-05
Step 2253, Diff=1.45214e-05
Step 2254, Diff=1.45164e-05
Step 2255, Diff=1.45115e-05
Step 2256, Diff=1.45065e-05
Step 2257, Diff=1.45016e-05
Step 2258, Diff=1.44966e-05
Step 2259, Diff=1.44917e-05
Step 2260, Diff=1.44867e-05
Step 2261, Diff=1.44818e-05
Step 2262, Diff=1.44769e-05
Step 2263, Diff=1.4472e-05
Step 2264, Diff=1.4467e-05
Step 2265, Diff=1.44621e-05
Step 2266, Diff=1.44572e-05
Step 2267, Diff=1.44523e-05
Step 2268, Diff=1.44474e-05
Step 2269, Diff=1.44425e-05
Step 2270, Diff=1.44376e-05
Step 2271, Diff=1.44327e-05
Step 2272, Diff=1.44278e-05
Step 2273, Diff=1.44229e-05
Step 2274, Diff=1.4418e-05
Step 2275, Diff=1.44131e-05
Step 2276, Diff=1.44083e-05
Step 2277, Diff=1.44034e-05
Step 2278, Diff=1.43985e-05
Step 2279, Diff=1.43937e-05
Step 2280, Diff=1.43888e-05
Step 2281, Diff=1.43839e-05
Step 2282, Diff=1.43791e-05
Step 2283, Diff=1.43742e-05
Step 2284, Diff=1.43694e-05
Step 2285, Diff=1.43645e-05
Step 2286, Diff=1.43597e-05
Step 2287, Diff=1.43549e-05
Step 2288, Diff=1.435e-05
Step 2289, Diff=1.43452e-05
Step 2290, Diff=1.43404e-05
Step 2291, Diff=1.43356e-05
Step 2292, Diff=1.43307e-05
Step 2293, Diff=1.43259e-05
Step 2294, Diff=1.43211e-05
Step 2295, Diff=1.43163e-05
Step 2296, Diff=1.43115e-05
Step 2297, Diff=1.43067e-05
Step 2298, Diff=1.43019e-05
Step 2299, Diff=1.42971e-05
Step 2300, Diff=1.42923e-05
Step 2301, Diff=1.42875e-05
Step 2302, Diff=1.42828e-05
Step 2303, Diff=1.4278e-05
Step 2304, Diff=1.42732e-05
Step 2305, Diff=1.42684e-05
Step 2306, Diff=1.42637e-05
Step 2307, Diff=1.42589e-05
Step 2308, Diff=1.42542e-05
Step 2309, Diff=1.42494e-05
Step 2310, Diff=1.42446e-05
Step 2311, Diff=1.42399e-05
Step 2312, Diff=1.42352e-05
Step 2313, Diff=1.42304e-05
Step 2314, Diff=1.42257e-05
Step 2315, Diff=1.42209e-05
Step 2316, Diff=1.42162e-05
Step 2317, Diff=1.42115e-05
Step 2318, Diff=1.42068e-05
Step 2319, Diff=1.4202e-05
Step 2320, Diff=1.41973e-05
Step 2321, Diff=1.41926e-05
Step 2322, Diff=1.41879e-05
Step 2323, Diff=1.41832e-05
Step 2324, Diff=1.41785e-05
Step 2325, Diff=1.41738e-05
Step 2326, Diff=1.41691e-05
Step 2327, Diff=1.41644e-05
Step 2328, Diff=1.41597e-05
Step 2329, Diff=1.4155e-05
Step 2330, Diff=1.41504e-05
Step 2331, Diff=1.41457e-05
Step 2332, Diff=1.4141e-05
Step 2333, Diff=1.41363e-05
Step 2334, Diff=1.41317e-05
Step 2335, Diff=1.4127e-05
Step 2336, Diff=1.41224e-05
Step 2337, Diff=1.41177e-05
Step 2338, Diff=1.4113e-05
Step 2339, Diff=1.41084e-05
Step 2340, Diff=1.41038e-05
Step 2341, Diff=1.40991e-05
Step 2342, Diff=1.40945e-05
Step 2343, Diff=1.40898e-05
Step 2344, Diff=1.40852e-05
Step 2345, Diff=1.40806e-05
Step 2346, Diff=1.4076e-05
Step 2347, Diff=1.40713e-05
Step 2348, Diff=1.40667e-05
Step 2349, Diff=1.40621e-05
Step 2350, Diff=1.40575e-05
Step 2351, Diff=1.40529e-05
Step 2352, Diff=1.40483e-05
Step 2353, Diff=1.40437e-05
Step 2354, Diff=1.40391e-05
Step 2355, Diff=1.40345e-05
Step 2356, Diff=1.40299e-05
Step 2357, Diff=1.40253e-05
Step 2358, Diff=1.40207e-05
Step 2359, Diff=1.40161e-05
Step 2360, Diff=1.40116e-05
Step 2361, Diff=1.4007e-05
Step 2362, Diff=1.40024e-05
Step 2363, Diff=1.39979e-05
Step 2364, Diff=1.39933e-05
Step 2365, Diff=1.39887e-05
Step 2366, Diff=1.39842e-05
Step 2367, Diff=1.39796e-05
Step 2368, Diff=1.39751e-05
Step 2369, Diff=1.39705e-05
Step 2370, Diff=1.3966e-05
Step 2371, Diff=1.39615e-05
Step 2372, Diff=1.39569e-05
Step 2373, Diff=1.39524e-05
Step 2374, Diff=1.39479e-05
Step 2375, Diff=1.39433e-05
Step 2376, Diff=1.39388e-05
Step 2377, Diff=1.39343e-05
Step 2378, Diff=1.39298e-05
Step 2379, Diff=1.39253e-05
Step 2380, Diff=1.39208e-05
Step 2381, Diff=1.39162e-05
Step 2382, Diff=1.39117e-05
Step 2383, Diff=1.39072e-05
